dataset,split,model,seed,train_accuracy,train_f1,train_mcc,train_auprc,train_auroc,valid_accuracy,valid_f1,valid_mcc,valid_auprc,valid_auroc,test_accuracy,test_f1,test_mcc,test_auprc,test_auroc,train_brier,train_nll,train_ece,valid_brier,valid_nll,valid_ece,test_brier,test_nll,test_ece,train_mae,train_rmse,train_r2,valid_mae,valid_rmse,valid_r2,test_mae,test_rmse,test_r2,best_epoch,train_loss,train_runtime,train_samples_per_second,train_steps_per_second,train_epoch,valid_loss,valid_runtime,valid_samples_per_second,valid_steps_per_second,valid_epoch,test_loss,test_runtime,test_samples_per_second,test_steps_per_second,test_epoch
ClinTox,random,xgboost,42,0.9974293059125964,0.9803921568627452,0.9792327978363524,0.9920938224735693,0.998722657813567,0.9379310344827586,0.5714285714285714,0.611637735448411,0.7161993250761187,0.8266666666666667,0.9455782312925172,0.4285714285714285,0.4529873504708391,0.4839754543701912,0.8613138686131387,0.0041580041539972,0.0250888221815963,0.0176560043252768,0.050935003263829,0.2641103232824801,0.0467679772076421,0.0506872189456408,0.2017510397241859,0.0432815705584425,,,,,,,,,,,,,,,,,,,,,,,,,
ClinTox,random,random_forest,42,0.998286203941731,0.9873417721518988,0.9865137436402924,0.9995151216305062,0.999976454521909,0.9172413793103448,0.3333333333333333,0.4279002121398116,0.7191611116570118,0.8302564102564102,0.9455782312925172,0.3333333333333333,0.4347016416363979,0.4615498453599986,0.8781021897810218,0.0078505262704869,0.046937947855815,0.0397410583821409,0.0627063662215763,0.2325264970983024,0.0348767430838819,0.0507897737140817,0.181228838169233,0.0302449363130972,,,,,,,,,,,,,,,,,,,,,,,,,
Solubility,scaffold,xgboost,42,,,,,,,,,,,,,,,,,,,,,,,,,0.6953493669982539,0.9626152680655272,0.8362843716971248,1.291215751638896,1.6838369338631285,0.4053956354299984,1.4694867086158336,1.8860449836987152,0.3167898346824526,,,,,,,,,,,,,,,,
Solubility,scaffold,xgboost,123,,,,,,,,,,,,,,,,,,,,,,,,,0.6914439867578621,0.95698865745256,0.8381926562644317,1.3041262577473012,1.7077232795183566,0.3884062654273922,1.476342886420318,1.901755566135932,0.3053602719790306,,,,,,,,,,,,,,,,
Solubility,scaffold,xgboost,3407,,,,,,,,,,,,,,,,,,,,,,,,,0.6965044007267209,0.9640925540278432,0.8357814908685578,1.302080820322055,1.698796410684167,0.3947835836341364,1.468344369458839,1.8794420707525092,0.3215652039072889,,,,,,,,,,,,,,,,
Solubility,scaffold,xgboost,9999,,,,,,,,,,,,,,,,,,,,,,,,,0.6914874584931384,0.9564429566093716,0.8383771375080762,1.300777847950938,1.6949846952964442,0.397496474498701,1.4694451112931868,1.8964378852766568,0.3092395381227063,,,,,,,,,,,,,,,,
Solubility,scaffold,xgboost,2024,,,,,,,,,,,,,,,,,,,,,,,,,0.6952351940374897,0.960599268643722,0.8369693909595894,1.2995480616636106,1.6906722394697158,0.4005584071866367,1.480432199758722,1.9022953705558276,0.3049658755394657,,,,,,,,,,,,,,,,
Solubility,scaffold,random_forest,42,,,,,,,,,,,,,,,,,,,,,,,,,0.3437156027896663,0.5098828940670971,0.95406692376459,1.3734497685587796,1.828993294842829,0.2984602932183948,1.5569901363063594,2.026794624112159,0.2110132437945109,,,,,,,,,,,,,,,,
Solubility,scaffold,random_forest,123,,,,,,,,,,,,,,,,,,,,,,,,,0.3435186411377497,0.5096870763366484,0.9541021976821866,1.3695365750888258,1.8280969301257248,0.2991477548408453,1.551435141127543,2.0227038398475288,0.2141949351002492,,,,,,,,,,,,,,,,
Solubility,scaffold,random_forest,3407,,,,,,,,,,,,,,,,,,,,,,,,,0.3435949205814465,0.510815508967818,0.9538987398591978,1.3719781915298943,1.8280720682677127,0.2991668176927473,1.5561145926197448,2.0270894543276743,0.2107836852081849,,,,,,,,,,,,,,,,
